"","MEblack","MEblue","MEbrown","MEcyan","MEgreen","MEgreenyellow","MEgrey","MEmagenta","MEpink","MEpurple","MEred","MEsalmon","MEtan","MEturquoise","MEyellow"
"R13474",-0.0910779988829513,-0.0323468925118226,0.00954496924015761,-0.104836663906413,0.000116220212633742,-0.0643206139173733,0.0432386554224039,-0.0499293796587508,0.00297380362287362,0.0840362280159465,-0.12051493500807,-0.0485623448059781,0.0172472565702276,0.0780566125820789,0.0480840261982175
"R13477",0.0657743786261826,-0.113267159052991,-0.000695203693624516,-0.0822951581357926,-0.0537680297296768,-0.128647607049185,0.127777523386547,-0.125917146431196,-0.0645802937922354,0.0443565079543963,-0.0192417577418581,-0.00538140760881408,0.0411409426836849,0.0625876972967297,-0.0787997702965899
"R13478",0.115415104796589,0.16514225834489,-0.108615215779557,0.00372556479100104,0.151712577509809,-0.0509186562387287,0.0162230509647142,-0.188110258378147,-0.196727603737554,0.202383328105506,0.0404698234860351,-0.0793854188304159,-0.130427144048893,0.00290268558883538,0.0552067316408794
"R13479",-0.0432869230421193,0.0832745045554399,0.168835416353238,0.0179725109446547,0.0757523948193218,0.108160547622588,-0.0634413841315074,0.0357605717047809,0.0893342537562363,0.0792241028391688,0.138235794004203,0.102761466629357,0.0219135951000242,-0.126717654929194,0.0483158896365792
"R13481",-0.0260896588900152,-0.00463881745893947,-0.0120602977812962,-0.09654818633605,-0.00783385384804572,-0.060673747476885,0.0500550962252242,-0.0242789450648311,-0.0387271082574721,-0.170104124937956,-0.125299439829853,-0.0723364533458041,0.0551973514518925,0.0840704079063317,0.0474087628557536
"R13482",-0.0954582853292695,-0.013830037016717,0.177275758517162,-0.0348368747177745,-0.131369381904188,-0.0687042517128359,0.0859623943059141,-0.0540837332490077,0.0406316487857516,0.0545475433634721,0.0422666288332367,0.0317157456632099,0.116181694407316,0.035590401752557,0.0542070630162812
"R13485",0.009207922447986,-0.101373369184942,0.108905583211803,0.0180859291197336,-0.0847693100818645,-0.0777193356923298,-0.0323660066159365,-0.0834299766842715,0.0342204484129546,0.0612204416446358,0.019176612868021,0.150618382940022,0.160803956916095,0.0550408950909569,-0.128001508576113
"R13486",-0.133698371816102,-0.0418159030267587,0.0142856028074475,-0.0588755907121962,-0.0706876383121395,-0.0242274611592271,0.0835985958972583,0.0190148139247729,0.000926288574171012,0.00365306419950161,0.0332004202252749,0.132068446894089,0.00597613554588871,-0.102651341638428,-0.00409246498676755
"R13493",0.0789671002393079,0.00720717583012604,-0.0854753107752337,0.114461463451692,0.0866974444911302,0.0264115326357903,-0.0470471847538506,-0.0183600662380693,-0.027233051391935,0.194193664909169,0.0620702345872477,0.0300288362418961,-0.0878073328555861,-0.0504700425026846,-0.0105089025768901
"R13496",0.0683701291665253,-0.0561606059994247,0.0452828545545187,-0.0916564255743565,0.0131309442293973,-0.0240268639219338,0.0227128084996452,0.0355625442109316,0.0670193263105627,-0.160247518035213,-0.091426416268808,-0.120104005409626,0.0786042331140901,0.121220429797189,-0.0946161297305046
"R13498",0.0195552411813864,0.103437575043708,-0.0885791164460851,-0.0776325251266814,0.20038449744846,0.0441346143386945,0.0146414810540756,0.00303751574263071,-0.0430417778920327,0.00518930569733872,0.108101585634586,-0.08230405083669,-0.0822897580475045,0.1038044174558,-0.00993278108500512
"R13499",-0.135449805372654,0.130859207602793,-0.0127496236985075,-0.0966236916046936,0.0551916052863621,-0.00588769729182194,0.0331886857102359,-0.0674678210386387,-0.0880570483277835,0.0449387094944381,0.0144822594667821,0.0150463237247656,-0.0550857249257474,-0.0315785962311453,0.192137906378272
"R13502",-0.01438320393347,0.0401718401181982,0.177039502874927,-0.0028890967204622,0.0734591455272595,0.104398050165095,0.0342481104330757,0.085322380918061,0.127078077935372,0.0112359380323769,0.110413137151995,-0.0497918492884351,0.0823228094184058,-0.12879390047892,0.0491335646571844
"R13503",-0.123626369512302,0.00281484534420229,-0.122528695666709,-0.181108830330363,0.0199127971269444,0.196097165194086,0.0977922786254915,0.256287503491732,0.11668794299394,0.0476119663079834,0.178491879900922,-0.0350046290455732,-0.220741511340771,-0.198771938639077,0.141037471045066
"R13504",-0.00496077987046363,-0.0268066720619452,0.0504560744098016,-0.0207189952706641,-0.0148281842384742,0.105876831895466,-0.0413467979666377,0.033271928144735,0.070532324454139,-0.0913375563510283,0.222598579566972,-0.0124230242463792,0.0212820089267994,-0.0829529462364075,-0.0932964493024254
