Tissue	Module_ID	N_Genes	OR	P-value	FDR	Direction
Hippocampus	brown	381	0.21651086134226738	0.014322341705692859	0.12890107535123574	Upregulated in AA
Hippocampus	yellowgreen	33	0.481048583984375	0.720516197595337	0.9838394854454388	All
Hippocampus	yellowgreen	33	0.9492990654205608	1.0	1.0	Downregulated in AA
Hippocampus	yellowgreen	33	0.0	1.0	1.0	Upregulated in AA
Hippocampus	cyan	80	0.4043576683644595	0.23984061071826202	0.6641739989121102	All
Hippocampus	cyan	80	0.39342153173928873	0.5218539888354314	0.9370872668221288	Downregulated in AA
Hippocampus	cyan	80	0.4325633383010432	0.7298672662624568	0.9838394854454388	Upregulated in AA
Hippocampus	grey60	68	0.0	0.03455169586808139	0.20877050353204624	All
Hippocampus	grey60	68	0.0	0.2786662494707132	0.6982712926105701	Downregulated in AA
Hippocampus	grey60	68	0.0	0.2684314350762933	0.6951194633223771	Upregulated in AA
Hippocampus	lightgreen	63	0.9061816507424888	1.0	1.0	All
Hippocampus	lightgreen	63	0.5724210897548934	1.0	1.0	Downregulated in AA
Hippocampus	lightgreen	63	1.2856578739535618	0.6710882785389212	0.9474187461725946	Upregulated in AA
Hippocampus	midnightblue	77	1.3126888532310834	0.5517161811942874	0.9370872668221288	All
Hippocampus	midnightblue	77	2.5975043992961124	0.07886926373862842	0.3944908477502501	Downregulated in AA
Hippocampus	midnightblue	77	0.0	0.40625619259594253	0.8671516041594449	Upregulated in AA
Hippocampus	darkorange	43	0.40493935032894735	0.7310473954351524	0.9838394854454388	All
Hippocampus	darkorange	43	0.0	0.6366533257388693	0.9370872668221288	Downregulated in AA
Hippocampus	darkorange	43	0.8786130284728214	1.0	1.0	Upregulated in AA
Hippocampus	blue	545	3.5151340081886917	5.212154514076201e-13	1.8763756250674327e-11	All
Hippocampus	blue	545	7.304017811962352	1.3616387407200823e-25	9.803798933184592e-24	Downregulated in AA
Hippocampus	blue	545	0.0	0.00032747928251542564	0.007859502780370215	Upregulated in AA
Hippocampus	pink	160	1.522842358670688	0.3348490309634863	0.7904632862088856	All
Hippocampus	pink	160	3.0216725684922388	0.012072924824712183	0.11590007831723695	Downregulated in AA
Hippocampus	pink	160	0.0	0.17622285369322738	0.5551649979306349	Upregulated in AA
Hippocampus	brown4	25	2.2049203242941013	0.1773443743389528	0.5551649979306349	All
Hippocampus	brown4	25	1.3214953271028038	0.5405823644668974	0.9370872668221288	Downregulated in AA
Hippocampus	brown4	25	3.0444278514093708	0.15334092995977736	0.5520273478551985	Upregulated in AA
Hippocampus	purple	112	0.0	0.0028602807987502307	0.04118804350200332	All
Hippocampus	purple	112	0.0	0.0794460735052587	0.3944908477502501	Downregulated in AA
Hippocampus	purple	112	0.0	0.12320689690306677	0.48755877639024786	Upregulated in AA
Hippocampus	royalblue	59	1.360740186485553	0.4914750552770241	0.9370872668221288	All
Hippocampus	royalblue	59	2.6901004304160687	0.11291769793468348	0.48755877639024786	Downregulated in AA
Hippocampus	royalblue	59	0.0	0.6277354458344848	0.9370872668221288	Upregulated in AA
Hippocampus	darkgreen	57	2.5189381824827524	0.03090621793948617	0.20229524469481855	All
Hippocampus	darkgreen	57	3.3979912115505337	0.02103121507215997	0.14822719062179382	Downregulated in AA
Hippocampus	darkgreen	57	1.39313826146475	0.6572625968682987	0.9370872668221288	Upregulated in AA
Hippocampus	white	42	1.7640968238421715	0.2978852495604097	0.7270419650287966	All
Hippocampus	white	42	3.490655209452202	0.034795083922007704	0.20877050353204624	Downregulated in AA
Hippocampus	white	42	0.0	0.6301008490227652	0.9370872668221288	Upregulated in AA
Hippocampus	black	172	0.8319762353128398	0.8460050074328692	1.0	All
Hippocampus	black	172	0.7983608176162733	1.0	1.0	Downregulated in AA
Hippocampus	black	172	0.8781134936105697	1.0	1.0	Upregulated in AA
Hippocampus	ivory	26	0.0	0.4004252506293924	0.8671516041594449	All
Hippocampus	ivory	26	0.0	1.0	1.0	Downregulated in AA
Hippocampus	ivory	26	0.0	1.0	1.0	Upregulated in AA
Hippocampus	saddlebrown	40	0.0	0.1746143314904266	0.5551649979306349	All
Hippocampus	saddlebrown	40	0.0	0.639217731301255	0.9370872668221288	Downregulated in AA
Hippocampus	saddlebrown	40	0.0	0.6316489273296575	0.9370872668221288	Upregulated in AA
Hippocampus	orangered4	29	0.6696671195652174	1.0	1.0	All
Hippocampus	orangered4	29	1.3214953271028038	0.5405823644668974	0.9370872668221288	Downregulated in AA
Hippocampus	orangered4	29	0.0	1.0	1.0	Upregulated in AA
Hippocampus	lightyellow	62	1.1636390516142148	0.7776605141735486	1.0	All
Hippocampus	lightyellow	62	0.5416555407209613	1.0	1.0	Downregulated in AA
Hippocampus	lightyellow	62	1.8606538637402834	0.2299818517858705	0.6493605226895166	Upregulated in AA
Hippocampus	darkgrey	49	0.4526941636029412	0.722268794656439	0.9838394854454388	All
Hippocampus	darkgrey	49	0.8933479934029687	1.0	1.0	Downregulated in AA
Hippocampus	darkgrey	49	0.0	0.6264522358999419	0.9370872668221288	Upregulated in AA
Hippocampus	steelblue	38	0.0	0.17049206265278946	0.5551649979306349	All
Hippocampus	steelblue	38	0.0	0.6343119949392766	0.9370872668221288	Downregulated in AA
Hippocampus	steelblue	38	0.0	0.6287911439030522	0.9370872668221288	Upregulated in AA
Hippocampus	lightcyan1	28	0.0	0.403759862190574	0.8671516041594449	All
Hippocampus	lightcyan1	28	0.0	1.0	1.0	Downregulated in AA
Hippocampus	lightcyan1	28	0.0	1.0	1.0	Upregulated in AA
Hippocampus	plum1	29	0.5499093191964286	1.0	1.0	All
Hippocampus	plum1	29	0.0	1.0	1.0	Downregulated in AA
Hippocampus	plum1	29	1.1931352459016393	0.5752801288783964	0.9370872668221288	Upregulated in AA
Hippocampus	sienna3	33	0.0	0.26130960932166525	0.6951194633223771	All
Hippocampus	sienna3	33	0.0	0.6259906804854651	0.9370872668221288	Downregulated in AA
Hippocampus	sienna3	33	0.0	1.0	1.0	Upregulated in AA
Hippocampus	mediumpurple3	28	2.1045632449742038	0.19301138101543086	0.5672171197188172	All
Hippocampus	mediumpurple3	28	4.160498038546819	0.04400732976945321	0.25348221947205046	Downregulated in AA
Hippocampus	mediumpurple3	28	0.0	1.0	1.0	Upregulated in AA
Hippocampus	lightsteelblue1	28	0.770263671875	1.0	1.0	All
Hippocampus	lightsteelblue1	28	1.52	0.4936410122643724	0.9370872668221288	Downregulated in AA
Hippocampus	lightsteelblue1	28	0.0	1.0	1.0	Upregulated in AA
Hippocampus	darkturquoise	51	1.0049987237301115	1.0	1.0	All
Hippocampus	darkturquoise	51	0.6322429906542056	1.0	1.0	Downregulated in AA
Hippocampus	darkturquoise	51	1.4228668792869938	0.6540509729145942	0.9370872668221288	Upregulated in AA
Hippocampus	greenyellow	100	0.0	0.006407715162832634	0.07689258195399161	All
Hippocampus	greenyellow	100	0.0	0.11928804698393555	0.48755877639024786	Downregulated in AA
Hippocampus	greenyellow	100	0.0	0.18730392797693007	0.5619117839307902	Upregulated in AA
Hippocampus	darkolivegreen	34	2.894875244618395	0.10564592705269595	0.48755877639024786	All
Hippocampus	darkolivegreen	34	5.722795497185741	0.02132389443376455	0.14822719062179382	Downregulated in AA
Hippocampus	darkolivegreen	34	0.0	1.0	1.0	Upregulated in AA
Hippocampus	magenta	143	0.3899880593054496	0.1231445471339249	0.48755877639024786	All
Hippocampus	magenta	143	0.5087653038743587	0.5966575030105251	0.9370872668221288	Downregulated in AA
Hippocampus	magenta	143	0.2768271857923497	0.27032423573647996	0.6951194633223771	Upregulated in AA
Hippocampus	lightcyan	68	0.0	0.0216164652990116	0.14822719062179382	All
Hippocampus	lightcyan	68	0.0	0.28124815952370186	0.6982712926105701	Downregulated in AA
Hippocampus	lightcyan	68	0.0	0.26958185143164826	0.6951194633223771	Upregulated in AA
Hippocampus	skyblue3	30	1.5420332355816226	0.39130231418759304	0.8671516041594449	All
Hippocampus	skyblue3	30	0.0	1.0	1.0	Downregulated in AA
Hippocampus	skyblue3	30	3.349281314168378	0.13317230208751568	0.4917131154000579	Upregulated in AA
Hippocampus	bisque4	21	0.0	0.635927361312151	0.9370872668221288	All
Hippocampus	bisque4	21	0.0	1.0	1.0	Downregulated in AA
Hippocampus	bisque4	21	0.0	1.0	1.0	Upregulated in AA
Hippocampus	violet	35	0.7001509232954546	1.0	1.0	All
Hippocampus	violet	35	0.0	1.0	1.0	Downregulated in AA
Hippocampus	violet	35	1.5190946348733234	0.492892155228754	0.9370872668221288	Upregulated in AA
Hippocampus	darkmagenta	34	0.481048583984375	0.720516197595337	0.9838394854454388	All
Hippocampus	darkmagenta	34	0.0	0.6265942851606341	0.9370872668221288	Downregulated in AA
Hippocampus	darkmagenta	34	1.0437371926229508	0.622640547179155	0.9370872668221288	Upregulated in AA
Hippocampus	skyblue	42	0.0	0.18134965038270717	0.5556244607470177	All
Hippocampus	skyblue	42	0.0	0.6449502998369636	0.9370872668221288	Downregulated in AA
Hippocampus	skyblue	42	0.0	0.635401101293888	0.9370872668221288	Upregulated in AA
Hippocampus	darkorange2	25	0.0	0.6209843539323876	0.9370872668221288	All
Hippocampus	darkorange2	25	0.0	1.0	1.0	Downregulated in AA
Hippocampus	darkorange2	25	0.0	1.0	1.0	Upregulated in AA
Hippocampus	paleturquoise	38	1.3217780262790046	0.5022362474754284	0.9370872668221288	All
Hippocampus	paleturquoise	38	2.6130796033235058	0.11985307116397195	0.48755877639024786	Downregulated in AA
Hippocampus	paleturquoise	38	0.0	0.6287911439030522	0.9370872668221288	Upregulated in AA
Hippocampus	floralwhite	25	0.0	0.4004252506293924	0.8671516041594449	All
Hippocampus	floralwhite	25	0.0	1.0	1.0	Downregulated in AA
Hippocampus	floralwhite	25	0.0	1.0	1.0	Upregulated in AA
